id	created_at	user	avatar	commits	title
670	2014-12-08T06:44:08Z	ZOMBIESNU	https://avatars.githubusercontent.com/u/8204393?v=3	1	Don't skip the last frame when sampling FBX animation due to anim length not perfectly being divisible by ResampleRate
671	2014-12-09T00:12:57Z	3dluvr	https://avatars.githubusercontent.com/u/3603819?v=3	1	Linux: Create default project path using user localization setting
672	2014-12-09T10:22:09Z	mollstam	https://avatars.githubusercontent.com/u/385582?v=3	3	Show functions in parent Blueprint without out parameters as overridable function in child
673	2014-12-09T14:36:35Z	Soverance	https://avatars.githubusercontent.com/u/10103384?v=3	2116	Make Kiss FFT module able to be packaged with release builds - Master
674	2014-12-09T21:30:05Z	mollstam	https://avatars.githubusercontent.com/u/385582?v=3	1	edited param comment for SetThreadToExecuteOn to better match
675	2014-12-10T00:53:21Z	stephenwhittle	https://avatars.githubusercontent.com/u/7070635?v=3	1	PostProcess materials opacity support
676	2014-12-10T03:50:34Z	zorbathut	https://avatars.githubusercontent.com/u/160754?v=3	1	Expose USkeletalMesh::FindSocket to the blueprint system.
677	2014-12-10T06:43:18Z	robert-wallis	https://avatars.githubusercontent.com/u/145938?v=3	1	fix GetKeyFromCodes(0, 'A') == EKeys::A on Mac
678	2014-12-10T12:22:46Z	jsfdez	https://avatars.githubusercontent.com/u/1779119?v=3	1	Fixed GitDependencies
679	2014-12-10T13:55:54Z	mollstam	https://avatars.githubusercontent.com/u/385582?v=3	1	inverted bStopOnOverlap on HasReached check
680	2014-12-10T14:54:36Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	2	[Rejected] Fix: UE-6268: Implict cast stack corruption
681	2014-12-11T10:38:00Z	merlin91	https://avatars.githubusercontent.com/u/1531647?v=3	1	Marked the UVoiceChannel class for export
682	2014-12-11T16:12:33Z	slonopotamus	https://avatars.githubusercontent.com/u/92637?v=3	2	"[accepted] Fix ""Cast of nullptr to Blueprint failed"" crashes"
683	2014-12-11T16:22:47Z	rogersvp	https://avatars.githubusercontent.com/u/7024760?v=3	25	4.6
684	2014-12-11T21:19:43Z	Pierdek	https://avatars.githubusercontent.com/u/7024201?v=3	1	Fixed note's ArrowComponent attachment
685	2014-12-12T10:28:40Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	1	"[Accepted] Fix: Editor: ""Fracture Mesh"" in DestructableMesh editing caused double DestroyPhysicsState() call."
686	2014-12-12T14:15:14Z	slonopotamus	https://avatars.githubusercontent.com/u/92637?v=3	1	[accepted] HandleUpdateLandscapeEditorDataCommand: fix null pointer dereference
687	2014-12-12T17:48:54Z	Pierdek	https://avatars.githubusercontent.com/u/7024201?v=3	2	Crash fix in SetMaterial for destroyed DestructibleComponent
688	2014-12-13T17:05:17Z	iniside	https://avatars.githubusercontent.com/u/1643810?v=3	5	DataTable Edit - Fixed name changing when selecting new row trough clicking on it
689	2014-12-14T03:33:17Z	Nuclearfossil	https://avatars.githubusercontent.com/u/398853?v=3	1	Merge pull request #1 from EpicGames/master
690	2014-12-14T19:43:44Z	Pierdek	https://avatars.githubusercontent.com/u/7024201?v=3	1	fixed wrong condition
691	2014-12-14T19:48:47Z	Pierdek	https://avatars.githubusercontent.com/u/7024201?v=3	2463	Crash fix in SetMaterial for destroyed DestructibleComponent
692	2014-12-14T19:53:15Z	Pierdek	https://avatars.githubusercontent.com/u/7024201?v=3	1	crash fix SetMaterial for destructible
693	2014-12-14T22:03:40Z	KnightOfPluto	https://avatars.githubusercontent.com/u/7231610?v=3	11	Update
694	2014-12-16T22:54:06Z	DeDuva	https://avatars.githubusercontent.com/u/8153108?v=3	1	Merge pull request #2 from EpicGames/release
695	2014-12-18T05:27:58Z	Zer033x	https://avatars.githubusercontent.com/u/8417837?v=3	335	4.6
696	2014-12-18T05:51:48Z	joeriedel	https://avatars.githubusercontent.com/u/348786?v=3	1	Fixed a bug with network dormancy, and improved partial dormancy network...
697	2014-12-18T06:22:34Z	Zer033x	https://avatars.githubusercontent.com/u/8417837?v=3	335	pull v4.6
698	2014-12-18T10:46:35Z	kenwi	https://avatars.githubusercontent.com/u/3333105?v=3	2654	Promoted
699	2014-12-18T12:09:53Z	SuperAbdo	https://avatars.githubusercontent.com/u/7118695?v=3	1216	update
700	2014-12-18T14:33:47Z	PhoenixBlack	https://avatars.githubusercontent.com/u/1712977?v=3	1	Added obj file format to options of import LOD mesh dialog
701	2014-12-18T15:04:22Z	PhoenixBlack	https://avatars.githubusercontent.com/u/1712977?v=3	2	Custom boundaries for the spline mesh along the forward axis
702	2014-12-19T08:51:12Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	1	[Accepted][4.6+] Fix random blueprint TRASHCLASS compilation failure
703	2014-12-20T07:18:22Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	2	[Accepted] Make some UActor functions pure
704	2014-12-20T08:32:46Z	slonopotamus	https://avatars.githubusercontent.com/u/92637?v=3	1	[accepted] Change Warning->Verbose log level for editor viewport resizing
705	2014-12-21T09:55:07Z	iniside	https://avatars.githubusercontent.com/u/1643810?v=3	2	Fixed issue when loading GameplayTags data table from game module overriden Engine class
706	2014-12-22T15:54:33Z	slonopotamus	https://avatars.githubusercontent.com/u/92637?v=3	1	[accepted] Fix 'Add Code' in project that has two or more modules with same suffix
707	2014-12-22T23:05:57Z	CollateralStudios	https://avatars.githubusercontent.com/u/2079014?v=3	4	Promoted
708	2014-12-23T08:27:40Z	slonopotamus	https://avatars.githubusercontent.com/u/92637?v=3	1	[accepted] Expose Actor::SetOwner to blueprints
709	2014-12-23T11:25:15Z	PjotrSvetachov	https://avatars.githubusercontent.com/u/7099961?v=3	2	Quad buffer stereo
710	2014-12-23T19:08:47Z	ethanmac	https://avatars.githubusercontent.com/u/8976873?v=3	2876	from
711	2014-12-24T16:13:21Z	slonopotamus	https://avatars.githubusercontent.com/u/92637?v=3	1	[accepted] Leverage use of ActorEyesViewPoint for AIController
712	2014-12-25T22:27:57Z	AlfioSaitta	https://avatars.githubusercontent.com/u/10280718?v=3	43	Promoted
713	2014-12-25T23:52:34Z	whiten01se	https://avatars.githubusercontent.com/u/9386722?v=3	2	Anamorphic lens flare mode for PostProcessVolume
714	2014-12-27T11:36:01Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	1	[Rejected] UE-5996: Added a message in case of error detection.
715	2014-12-27T17:49:03Z	jlamarche	https://avatars.githubusercontent.com/u/180141?v=3	4	More robust Xbox360controller support
716	2014-12-27T18:02:37Z	jlamarche	https://avatars.githubusercontent.com/u/180141?v=3	1	Added support for additional XBox 360 compatible controllers for Mac
717	2014-12-27T18:15:17Z	jlamarche	https://avatars.githubusercontent.com/u/180141?v=3	1	Adds support for several third party XBox 360 controllers.
718	2014-12-30T15:53:35Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	1	[Accepted] Infinite Loop detected in blueprint
719	2014-12-30T16:12:26Z	dorgonman	https://avatars.githubusercontent.com/u/1768035?v=3	2	Fix UnrealBuildTool not show verbose logs in the beginning.
720	2014-12-30T19:22:10Z	thomasfn	https://avatars.githubusercontent.com/u/2463967?v=3	35	Xamarin
721	2014-12-31T21:22:19Z	adrianirwin	https://avatars.githubusercontent.com/u/3632604?v=3	1	Update HIDInputInterface.cpp
722	2015-01-03T02:29:50Z	fazouane-marouane	https://avatars.githubusercontent.com/u/2125859?v=3	1	[WinRT] Added a missing space to PlatformProperties.h
723	2015-01-06T13:38:53Z	iniside	https://avatars.githubusercontent.com/u/1643810?v=3	5	UK2Node_SpawnActorFromClass - changed to export entire class instead of MinimalAPI
724	2015-01-06T20:35:37Z	Ixiguis	https://avatars.githubusercontent.com/u/7001605?v=3	3	Added UGameplayStatics::GetClosestActorToLocation()
725	2015-01-07T09:30:31Z	wackoisgod	https://avatars.githubusercontent.com/u/92770?v=3	1	exposing class can be properly subclassed in non-engine modules.
726	2015-01-07T15:41:11Z	derekvanvliet	https://avatars.githubusercontent.com/u/301217?v=3	1	Update .gitignore
727	2015-01-08T03:11:51Z	Ixiguis	https://avatars.githubusercontent.com/u/7001605?v=3	1	Expose several PhysicsHandleComponent properties to blueprint graphs
728	2015-01-08T03:27:46Z	yaakuro	https://avatars.githubusercontent.com/u/7720708?v=3	3	Improved ICCCM compatiblity which fixes a couple of window issues on GNU/Linux
729	2015-01-08T06:38:53Z	dmahashin	https://avatars.githubusercontent.com/u/9347844?v=3	1	Add bindless texture function pointers to OpenGLLinux. Improve/Fix bindless texture support in OpenGLDrv.
730	2015-01-08T06:58:51Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	1	(Accepted) KismetMathLibrary:: Added the Vector2D Interpolation functions, Fixed Comments   ♥ Rama
731	2015-01-08T11:09:29Z	Xaklse	https://avatars.githubusercontent.com/u/891825?v=3	1	More improvements for CharacterMovementComponent
732	2015-01-08T13:27:58Z	whiten01se	https://avatars.githubusercontent.com/u/9386722?v=3	2	Renewed anamorphic lens flare code.
733	2015-01-08T22:14:37Z	iniside	https://avatars.githubusercontent.com/u/1643810?v=3	3	Added socket customization, which allow easily select socket name from across all skeletal mesh assets
734	2015-01-09T05:43:33Z	dzeligman	https://avatars.githubusercontent.com/u/5367688?v=3	1	Implemented GetMaterial and SetMaterial so individual material elements ...
735	2015-01-09T06:08:51Z	dzeligman	https://avatars.githubusercontent.com/u/5367688?v=3	1	Change return result of GetRandomPointInRadius to not default to true an...
736	2015-01-09T06:27:17Z	dzeligman	https://avatars.githubusercontent.com/u/5367688?v=3	1	Add ability to override the Focus Priority. Not as clean as an enum base...
737	2015-01-10T13:02:52Z	ryanjon2040	https://avatars.githubusercontent.com/u/5410301?v=3	315	Promoted_To_Master
738	2015-01-10T16:17:39Z	TheCodez	https://avatars.githubusercontent.com/u/4009589?v=3	1	Fixed not working Visual Studio URL
739	2015-01-11T17:20:05Z	ryanjon2040	https://avatars.githubusercontent.com/u/5410301?v=3	35	Blueprint Lock Node Feature
740	2015-01-11T21:35:41Z	SRombauts	https://avatars.githubusercontent.com/u/868490?v=3	4	Git Source Control Plugin
741	2015-01-11T23:43:05Z	korypostma	https://avatars.githubusercontent.com/u/5207577?v=3	5	Added ability to serialize JSON objects as FJsonSerializable structs and...
742	2015-01-13T05:01:17Z	Quadtree	https://avatars.githubusercontent.com/u/7550567?v=3	1	UMG WidgetComponent DK2 Crash Fix
743	2015-01-13T09:27:10Z	XpycT	https://avatars.githubusercontent.com/u/120016?v=3	1	Merge pull request #1 from EpicGames/4.7
744	2015-01-13T10:34:24Z	thk123	https://avatars.githubusercontent.com/u/638608?v=3	1	Update MaterialBillboardComponent.cpp
745	2015-01-13T10:35:22Z	ryanjon2040	https://avatars.githubusercontent.com/u/5410301?v=3	3	Blueprint Lock Node Feature
746	2015-01-13T23:11:22Z	dzeligman	https://avatars.githubusercontent.com/u/5367688?v=3	1	Expose getter/setter for bStopMovementOnFinish. This allows some AI to m...
747	2015-01-14T19:51:55Z	derekvanvliet	https://avatars.githubusercontent.com/u/301217?v=3	1	Update .gitignore
748	2015-01-14T20:55:52Z	korypostma	https://avatars.githubusercontent.com/u/5207577?v=3	7	Fixed equation for ATTENUATION_LogReverse implementation, it was reversed
749	2015-01-15T08:22:07Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	8	[Accepted] Added cache support for GitDependencies.
750	2015-01-15T12:51:45Z	icartsh	https://avatars.githubusercontent.com/u/5387321?v=3	1	Merge pull request #1 from EpicGames/master
751	2015-01-15T13:44:16Z	MarcKamradt	https://avatars.githubusercontent.com/u/3525509?v=3	1	Resolved Threading-Related Crash in FPooledRenderTarget
752	2015-01-15T13:53:17Z	MarcKamradt	https://avatars.githubusercontent.com/u/3525509?v=3	5	Fix for: Engine hangs in FWindowsWindow::ReshapeWindow()
753	2015-01-15T14:19:07Z	MarcKamradt	https://avatars.githubusercontent.com/u/3525509?v=3	1	Made UGameViewportClient::NotifyPlayerRemoved() virtual
754	2015-01-15T14:22:36Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	1	[Accepted] When creating Select-nodes of the Data-pins new node is connected via Index-node
755	2015-01-15T14:36:03Z	MarcKamradt	https://avatars.githubusercontent.com/u/3525509?v=3	1	Fixed crash when FClassHierarchy::~FClassHierarchy() gets called too late
756	2015-01-15T21:30:42Z	stephenwhittle	https://avatars.githubusercontent.com/u/7070635?v=3	2	Add Default Spline Point Interp Type to SplineComponent
757	2015-01-16T19:01:29Z	nbjk667	https://avatars.githubusercontent.com/u/8071945?v=3	1	Fixed Vorbis DLL loading path
758	2015-01-16T21:19:20Z	Pierdek	https://avatars.githubusercontent.com/u/7024201?v=3	1	fix importing apb
759	2015-01-18T12:08:38Z	Zashikivarashi	https://avatars.githubusercontent.com/u/9843741?v=3	1	Xamarin
760	2015-01-19T15:57:27Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	3	[Rejected] Remove multiple APlayerController::UnFreeze timers
761	2015-01-19T16:15:48Z	karolz	https://avatars.githubusercontent.com/u/8861054?v=3	1	Plugin that helps to generate basic plugin setup
762	2015-01-20T18:58:12Z	ceph3us	https://avatars.githubusercontent.com/u/706183?v=3	3	RandRange has undefined behaviour when size of range > INT32_MAX
763	2015-01-21T02:04:45Z	JaredTherriault	https://avatars.githubusercontent.com/u/8760446?v=3	1	Get Actor Tickable When Paused
764	2015-01-21T02:06:53Z	JaredTherriault	https://avatars.githubusercontent.com/u/8760446?v=3	1	Get Actor Tickable When Paused
765	2015-01-21T12:36:02Z	slonopotamus	https://avatars.githubusercontent.com/u/92637?v=3	1	[accepted] Expose Actor::GetActorEyesViewPoint to blueprints
766	2015-01-21T14:11:05Z	PjotrSvetachov	https://avatars.githubusercontent.com/u/7099961?v=3	1	Made it possible to inherit from UControlChannel.
767	2015-01-22T13:51:21Z	Rottbott	https://avatars.githubusercontent.com/u/5526107?v=3	1	Fixed GetSocketTransform using the wrong transform space when a nonexistent socket is specified.
768	2015-01-23T16:58:13Z	lucasad	https://avatars.githubusercontent.com/u/1269406?v=3	1	Automagicly install dependencies on other debian like distros
769	2015-01-23T19:30:32Z	ttvd	https://avatars.githubusercontent.com/u/113079?v=3	1	Adding Open Launcher at Startup option to preferences.
770	2015-01-24T03:06:40Z	MarcelBlanck	https://avatars.githubusercontent.com/u/7188195?v=3	1	Fixed GearVR essential Samsung EI-GP20 gamepad support. DPAD and right t...
771	2015-01-26T21:16:23Z	ymartel06	https://avatars.githubusercontent.com/u/2735089?v=3	2	Fix the NetworkProfiler in the Editor mode
772	2015-01-27T04:35:17Z	kawatanik	https://avatars.githubusercontent.com/u/10719308?v=3	4350	Master
773	2015-01-28T00:32:00Z	JeffRous	https://avatars.githubusercontent.com/u/7027957?v=3	10	Add Intel C++ Compiler support to Windows build
774	2015-01-28T09:14:56Z	PSG-Luna	https://avatars.githubusercontent.com/u/5576448?v=3	1	Add nullptr check before using NodeProperty
775	2015-01-28T13:25:27Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	1	[Accepted] Added the ability to load the latest opened level at editor startup.
776	2015-01-29T08:14:44Z	dmahashin	https://avatars.githubusercontent.com/u/9347844?v=3	1	Enable aligned memory access for Linux-ARM builds.
777	2015-01-29T08:30:34Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	1	[Accepted] More informative error message.
778	2015-01-29T14:45:13Z	codetackler	https://avatars.githubusercontent.com/u/9795670?v=3	1	Linux, UE4Editor crash: Fixed duplicate module symbols that was causing improper dynamic symbol resolution
779	2015-01-30T14:17:04Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	1	[Accepted][UE-8639] Fix invalid default value behaviour in asset files
780	2015-01-30T19:51:40Z	Hevedy	https://avatars.githubusercontent.com/u/3521442?v=3	3	Add to Blueprints Truncate and add as default to convert from Float to Int
781	2015-01-31T00:39:38Z	ghostSlo	https://avatars.githubusercontent.com/u/6434108?v=3	3	Update from original
782	2015-02-01T17:04:45Z	coqui3d	https://avatars.githubusercontent.com/u/7550437?v=3	1	Improve README
783	2015-02-02T07:25:32Z	yaakuro	https://avatars.githubusercontent.com/u/7720708?v=3	1	Remove  doubled Pipe calls (GNU/Linux)
784	2015-02-03T03:05:14Z	darkhemic	https://avatars.githubusercontent.com/u/3652928?v=3	12	yaakuro's window fix
785	2015-02-03T11:28:32Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	1	Foliage editor events
786	2015-02-03T11:58:10Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	1	Add sub-level editor delegate
787	2015-02-03T12:57:34Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	1	"Add all ""show"" commands to autocomplete"
788	2015-02-03T13:43:38Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	2	Custom stat columns
789	2015-02-03T13:54:58Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	1	Made EditorLevelUtils::GetWorlds a dll export
790	2015-02-03T15:07:58Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	1	FQuantizedLightmapData::HasNonZeroData improvement
791	2015-02-03T15:23:31Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	1	Don't store precompute light volume samples if they're all zero.
792	2015-02-03T15:30:21Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	1	Optimisation for rendering without Indirect Lighting Cache
793	2015-02-03T15:33:06Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	1	Early out of ILC interpolation if there are no samples.
794	2015-02-03T15:36:34Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	1	D3D11 depth-stencil drawn-clear fix
795	2015-02-03T15:39:20Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	1	Added support for 1 byte-per-pixel formats to ComputeBytesPerPixel (D3D11)
796	2015-02-03T15:43:18Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	1	World composition: load all distance-dependent tiles in commmandlet
797	2015-02-03T15:59:08Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	1	Commandlet rendering
798	2015-02-03T20:05:47Z	Allar	https://avatars.githubusercontent.com/u/2173793?v=3	1	Fix for UMG Widget Event call during GC
799	2015-02-04T09:36:41Z	MarcKamradt	https://avatars.githubusercontent.com/u/3525509?v=3	1	Fixed crash when Movie Player is destroyed too late
800	2015-02-05T10:20:58Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	1	[Accepted] Removed spurious changes when compiling bytecode
801	2015-02-05T22:00:59Z	Drudenhaus	https://avatars.githubusercontent.com/u/6538482?v=3	1	Merge pull request #1 from EpicGames/release
802	2015-02-05T22:57:30Z	moritz-wundke	https://avatars.githubusercontent.com/u/414077?v=3	41	New gates blue print
803	2015-02-05T23:36:51Z	moritz-wundke	https://avatars.githubusercontent.com/u/414077?v=3	1	NAND and NOR Kismet Gates
804	2015-02-07T17:13:53Z	ryanjon2040	https://avatars.githubusercontent.com/u/5410301?v=3	1	Project Displayed Title from Project settings shows on PIE window
805	2015-02-09T06:11:16Z	salamanderrake	https://avatars.githubusercontent.com/u/2695330?v=3	23	KDevelop Project Generation [Master][Linux]
806	2015-02-09T07:08:27Z	salamanderrake	https://avatars.githubusercontent.com/u/2695330?v=3	4	KDevelop Project Generation [Master][Linux] Cleaned Up commits for PR.
807	2015-02-09T20:10:45Z	rob1979	https://avatars.githubusercontent.com/u/7195531?v=3	5304	Master
808	2015-02-10T16:23:04Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	1	Fix key binding on non-latin keymap on Ms Windows
809	2015-02-10T18:28:55Z	3dluvr	https://avatars.githubusercontent.com/u/3603819?v=3	1	Update to the main README.md to include a section on contributing code
810	2015-02-11T09:00:14Z	yaakuro	https://avatars.githubusercontent.com/u/7720708?v=3	1	First fix for X11/SDL2 WM window issues (GNU/Linux)
811	2015-02-11T17:37:23Z	mattysupertramp	https://avatars.githubusercontent.com/u/9959415?v=3	4145	4.7
812	2015-02-11T22:31:07Z	PhoenixBlack	https://avatars.githubusercontent.com/u/1712977?v=3	1	Support for custom physics projection with FBodyInstance
813	2015-02-12T09:56:06Z	GreatEmerald	https://avatars.githubusercontent.com/u/726893?v=3	1	[Linux] Support autoinstalling dependencies on SUSE
814	2015-02-12T19:07:16Z	salamanderrake	https://avatars.githubusercontent.com/u/2695330?v=3	3	QMakefileGenerator Additions
815	2015-02-13T20:57:18Z	rvkennedy	https://avatars.githubusercontent.com/u/493944?v=3	33	Missing binaries have been added
816	2015-02-13T21:31:51Z	grafikrobot	https://avatars.githubusercontent.com/u/2998253?v=3	1	Fix performance hotspot when rendering many shadows and objects.
817	2015-02-14T00:04:00Z	byteasc	https://avatars.githubusercontent.com/u/10793868?v=3	4	fix for ARRAY_COUNT being tainted by latest Steam SDK
818	2015-02-15T02:10:10Z	OFlag	https://avatars.githubusercontent.com/u/3391685?v=3	10000	4.6
819	2015-02-15T08:25:31Z	byteasc	https://avatars.githubusercontent.com/u/10793868?v=3	1	fix for steam clobbering ARRAY_COUNT define
820	2015-02-15T19:46:34Z	pzurita	https://avatars.githubusercontent.com/u/894286?v=3	1	[Engine] Optimize FDeferredShadingSceneRenderer::InitViews() by making front-to-back sorting of base pass draw lists asynchronous.
821	2015-02-15T21:52:30Z	Ixiguis	https://avatars.githubusercontent.com/u/7001605?v=3	3	Fix impulse (and force) strength applied to skeletal meshes
822	2015-02-16T00:47:29Z	MrCrowbar	https://avatars.githubusercontent.com/u/6435566?v=3	5503	Master
823	2015-02-16T10:04:23Z	yaakuro	https://avatars.githubusercontent.com/u/7720708?v=3	4	First set of  X11/WM window issues fix for GNU/Linux
824	2015-02-17T16:53:32Z	PhoenixBlack	https://avatars.githubusercontent.com/u/1712977?v=3	1	Erroneous assert failure (MaterialInstanceEditor.cpp:757)
825	2015-02-18T02:15:15Z	Impossible	https://avatars.githubusercontent.com/u/451153?v=3	1	Merge pull request #1 from EpicGames/master
826	2015-02-18T15:26:58Z	PhoenixBlack	https://avatars.githubusercontent.com/u/1712977?v=3	1	Assert for components from C++ (SSCSEditor.cpp:1609)
827	2015-02-18T21:11:13Z	rlefebvre	https://avatars.githubusercontent.com/u/81379?v=3	1	Skip particle emitters on dedicated server
828	2015-02-19T02:26:09Z	Abatron	https://avatars.githubusercontent.com/u/7884332?v=3	1	TArrayAppendUnqiue, Append an array to an existing array without duplicates
829	2015-02-19T03:45:26Z	Abatron	https://avatars.githubusercontent.com/u/7884332?v=3	1	TArrayAppendUnqiue, Append an array to an existing array without duplicates
830	2015-02-19T08:22:44Z	yaakuro	https://avatars.githubusercontent.com/u/7720708?v=3	1	Tab dragging, dragging icon fix for X11/WM on GNU/Linux
831	2015-02-19T17:43:53Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	1	Add the ability to skip entire meshes to ApplyViewModeOverrides.
832	2015-02-19T18:08:37Z	simontaylor81	https://avatars.githubusercontent.com/u/6118315?v=3	4	Extensible Editor Build
833	2015-02-19T23:29:59Z	nafonso	https://avatars.githubusercontent.com/u/5429121?v=3	1	+ added FVector::RightVector
834	2015-02-20T12:56:56Z	slonopotamus	https://avatars.githubusercontent.com/u/92637?v=3	1	[accepted] Do not write warnings when session is found, it is absolutely OK.
835	2015-02-20T15:00:10Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	1	[Accepted] Fix FOnlineSessionSettings serialization for EOnlineKeyValuePairDataType::Bool
836	2015-02-21T00:24:49Z	yaakuro	https://avatars.githubusercontent.com/u/7720708?v=3	1	Fix for renaming focus problem on GNU/Linux
837	2015-02-21T02:38:37Z	mlaveaux	https://avatars.githubusercontent.com/u/2884328?v=3	1	Fixed a copy paste error in the documentation.
838	2015-02-21T03:46:05Z	zorbathut	https://avatars.githubusercontent.com/u/160754?v=3	2	Improve TSharedPtr-on-UObject error message.
839	2015-02-21T04:27:30Z	yaakuro	https://avatars.githubusercontent.com/u/7720708?v=3	2	Added 'better' way of relative mouse movement for dragging objects in the Editor (GNU/Linux)
840	2015-02-21T07:40:01Z	slonopotamus	https://avatars.githubusercontent.com/u/92637?v=3	1	[obsolete] Transactor.h: prevent O(n^2) performance degradation for BSP undo/redo
841	2015-02-21T09:36:48Z	indygoof	https://avatars.githubusercontent.com/u/7060953?v=3	1	Added function for getting click-traces on a virtual player plane
842	2015-02-21T22:24:15Z	JaredTherriault	https://avatars.githubusercontent.com/u/8760446?v=3	5	Inverse Lerp
843	2015-02-21T22:36:28Z	moritz-wundke	https://avatars.githubusercontent.com/u/414077?v=3	1	Exposing AActor::bTearOff to BP through function AActor::TearOff()
844	2015-02-21T23:04:15Z	Arelius	https://avatars.githubusercontent.com/u/45490?v=3	1	Fix Landscape height crash in PIE.
845	2015-02-21T23:47:47Z	moritz-wundke	https://avatars.githubusercontent.com/u/414077?v=3	1	Add new box line intersection inner method
846	2015-02-22T15:04:53Z	PSG-Luna	https://avatars.githubusercontent.com/u/5576448?v=3	1	NOTHROW new operator should accept const nothrow_t
847	2015-02-23T11:14:00Z	MarcKamradt	https://avatars.githubusercontent.com/u/3525509?v=3	1	Aligned thread check in GetMaterialResource() with rest of code
848	2015-02-24T14:09:10Z	slonopotamus	https://avatars.githubusercontent.com/u/92637?v=3	1	[revoked] Expose FMovementProperties & FNavAgentProperties to blueprints.
849	2015-02-24T17:14:43Z	JaredTherriault	https://avatars.githubusercontent.com/u/8760446?v=3	1	Blueprint number workflow improvements
850	2015-02-24T17:39:12Z	JaredTherriault	https://avatars.githubusercontent.com/u/8760446?v=3	3	Negate Int/Float
851	2015-02-24T20:58:23Z	derekvanvliet	https://avatars.githubusercontent.com/u/301217?v=3	1	Update .gitignore - ignore FeaturePacks
852	2015-02-25T14:14:38Z	yaakuro	https://avatars.githubusercontent.com/u/7720708?v=3	2	Small add to make open menus (during mouse movement) behave like on Windows (GNU/Linux)
853	2015-02-25T16:22:49Z	Hevedy	https://avatars.githubusercontent.com/u/3521442?v=3	1	Update KismetMathLibrary.h equal int ABS
854	2015-02-26T05:35:25Z	TamedTornado	https://avatars.githubusercontent.com/u/7510041?v=3	1	Rendering fix for convex hulls not rendering correctly in editor and PHA...
855	2015-02-26T08:08:37Z	Abatron	https://avatars.githubusercontent.com/u/7884332?v=3	2	Added IsMouseInViewport functionality to UGameViewportClient
856	2015-02-26T13:04:58Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	1	[Accepted][UE-8639] Fix invalid default value behaviour in asset files (continuation of #779)
857	2015-02-26T20:25:55Z	joeriedel	https://avatars.githubusercontent.com/u/348786?v=3	1	Fixed native enum support in blackboard component.
858	2015-02-26T21:21:56Z	TheCodez	https://avatars.githubusercontent.com/u/4009589?v=3	1	[UNiagaraComponent] Don't change Asset if InAsset == Asset
859	2015-02-27T00:39:33Z	dzeligman	https://avatars.githubusercontent.com/u/5367688?v=3	5	Add SightStrength as out parameter to SightTargetInterface to pass as the sight stimulus strength.
860	2015-02-27T00:54:01Z	dzeligman	https://avatars.githubusercontent.com/u/5367688?v=3	1	Add SightStrength as out parameter to SightTargetInterface to pass as th...
861	2015-02-27T04:57:21Z	salamanderrake	https://avatars.githubusercontent.com/u/2695330?v=3	2	Makefile working with game projects.
862	2015-02-27T07:03:36Z	Abatron	https://avatars.githubusercontent.com/u/7884332?v=3	1	FSceneViewport::OnMouseLeave not working for non PIE game launches
863	2015-02-27T12:54:02Z	bozaro	https://avatars.githubusercontent.com/u/2458138?v=3	2	[Accepted] Add UK2Node_CallParentFunction node on Blueprint function override
864	2015-02-27T16:58:58Z	deadwizad	https://avatars.githubusercontent.com/u/1395451?v=3	2	Merge pull request #1 from EpicGames/release
865	2015-02-27T20:47:45Z	karolz	https://avatars.githubusercontent.com/u/8861054?v=3	5	Plugin creator 4.7
